Florida District Number,English Language Arts Achievement,English Language Arts Learning Gains,English Language Arts Learning Gains of the Lowest 25%,Mathematics Learning Gains,Mathematics Learning Gains of the Lowest 25%,Science Achievement,Grade 2022,Grade 2019,Grade 2018,Grade 2017,Grade 2016,Charter School,Title I,School Type,Percent of Minority Students,Percent of Economically Disadvantaged Students,Mathematics Achievement
4.0,37.0,46.0,39.0,55.0,57.0,35.0,3,3,3,3,3,0,1,4,96.5,98.0,38.0
4.0,72.0,64.0,43.0,65.0,55.0,58.0,4,5,5,5,5,0,1,1,44.6,34.2,69.0
4.0,67.0,76.0,65.0,70.0,67.0,44.0,5,5,4,4,3,0,1,1,53.5,67.7,63.0
4.0,62.0,52.0,37.0,69.0,65.0,58.0,5,5,5,5,5,0,1,2,51.6,46.400000000000006,68.0
4.0,36.0,42.0,50.0,66.0,57.0,11.0,3,4,3,3,3,0,1,1,94.6,99.2,31.0
4.0,33.0,45.0,34.0,46.0,57.0,52.0,3,3,3,2,2,0,1,3,94.9,87.7,18.0
4.0,40.0,63.0,59.0,66.0,43.0,19.0,3,2,3,4,3,0,1,1,95.7,94.8,45.0
4.0,41.0,55.0,47.0,63.0,58.0,31.0,3,3,3,4,2,0,1,1,91.0,91.3,39.0
4.0,69.0,75.0,64.0,77.0,72.0,61.0,5,5,5,5,4,0,1,1,66.0,59.3,68.0
4.0,63.0,68.0,50.0,59.0,53.0,54.0,4,5,4,4,4,0,1,1,56.2,62.9,65.0
4.0,88.0,80.0,68.0,78.0,65.0,75.0,5,5,5,5,5,0,0,1,33.1,20.8,86.0
4.0,59.0,52.0,43.0,59.0,51.0,56.0,4,5,5,5,4,0,1,2,62.1,53.2,58.0
4.0,67.0,78.0,59.0,69.0,50.0,71.0,5,5,5,5,5,0,1,1,71.2,69.6,68.0
4.0,95.0,82.0,85.0,83.0,73.0,85.0,5,5,5,5,5,0,0,1,44.8,22.900000000000006,93.0
4.0,76.0,75.0,70.0,72.0,54.0,67.0,5,5,5,5,4,0,1,1,55.2,41.8,73.0
4.0,60.0,51.0,36.0,62.0,56.0,57.0,4,5,5,5,5,0,1,2,46.9,50.4,63.0
4.0,31.0,39.0,39.0,53.0,55.0,29.0,3,3,3,3,3,0,1,2,94.8,91.0,30.0
4.0,67.0,60.0,50.0,78.0,64.0,63.0,5,5,5,5,5,0,1,2,49.0,41.6,73.0
4.0,66.0,61.0,49.0,57.0,45.0,81.0,5,5,5,5,5,0,1,3,49.7,43.1,53.0
4.0,83.0,81.0,68.0,84.0,72.0,79.0,5,5,5,5,5,0,1,1,47.8,45.0,83.0
4.0,79.0,67.0,52.0,65.0,46.0,63.0,5,5,5,5,5,0,0,1,26.6,27.800000000000004,76.0
4.0,37.0,40.0,28.0,47.0,52.0,33.0,3,3,3,3,2,0,1,2,93.8,90.5,32.0
4.0,65.0,67.0,44.0,76.0,67.0,57.0,5,5,5,4,5,0,1,1,83.2,56.2,60.0
4.0,63.0,76.0,60.0,74.0,65.0,51.0,5,4,4,5,5,0,1,1,72.0,67.80000000000001,58.0
4.0,70.0,64.0,52.0,65.0,60.0,46.0,4,5,5,5,4,0,1,1,57.1,61.5,67.0
4.0,80.0,81.0,81.0,80.0,72.0,82.0,5,5,5,5,5,0,0,1,21.3,27.0,85.0
4.0,41.0,67.0,63.0,69.0,65.0,25.0,3,4,3,4,3,0,1,1,89.6,88.8,42.0
4.0,73.0,72.0,60.0,67.0,51.0,45.0,5,5,5,4,5,0,1,1,57.0,47.4,64.0
4.0,25.0,32.0,19.0,47.0,53.0,22.0,2,3,3,3,3,0,1,2,93.9,94.1,24.0
4.0,70.0,75.0,70.0,75.0,50.0,58.0,5,4,4,4,5,0,1,1,52.4,49.4,69.0
4.0,42.0,48.0,36.0,60.0,59.0,42.0,3,3,3,3,3,0,1,2,93.7,87.2,45.0
4.0,84.0,85.0,74.0,78.0,65.0,81.0,5,5,5,5,5,0,0,1,40.9,27.0,85.0
4.0,64.0,55.0,43.0,53.0,52.0,65.0,5,5,5,5,4,0,1,3,48.2,43.2,60.0
4.0,68.0,60.0,53.0,62.0,52.0,70.0,5,5,5,5,5,0,1,3,57.4,44.5,62.0
4.0,55.0,55.0,42.0,45.0,42.0,61.0,4,4,4,4,4,0,1,3,52.8,49.0,37.0
4.0,74.0,68.0,52.0,68.0,53.0,60.0,5,5,5,5,5,0,1,1,52.8,36.0,70.0
4.0,31.0,43.0,39.0,40.0,49.0,50.0,3,3,3,3,3,0,1,3,97.5,95.6,19.0
4.0,47.0,51.0,36.0,41.0,49.0,57.0,4,4,3,3,3,0,1,3,85.1,76.8,28.0
4.0,49.0,65.0,45.0,57.0,56.0,40.0,3,4,4,3,2,0,1,1,89.0,91.5,45.0
4.0,34.0,49.0,38.0,50.0,48.0,35.0,3,3,3,3,2,0,1,3,92.2,84.1,28.0
4.0,43.0,80.0,75.0,54.0,60.0,33.0,3,4,3,3,3,0,1,1,98.3,96.89999999999998,27.0
4.0,19.0,48.0,44.0,46.0,40.0,8.0,2,3,2,3,3,0,1,1,88.8,96.3,25.0
4.0,69.0,68.0,66.0,74.0,69.0,73.0,5,5,5,5,5,0,1,1,53.0,52.0,72.0
4.0,40.0,67.0,56.0,58.0,60.0,26.0,3,3,3,2,3,0,1,1,97.3,98.6,45.0
4.0,61.0,52.0,38.0,71.0,60.0,61.0,5,5,5,5,5,0,1,2,51.8,59.1,73.0
4.0,69.0,59.0,50.0,74.0,67.0,58.0,5,5,5,5,5,0,1,2,49.4,42.5,72.0
4.0,36.0,62.0,61.0,57.0,44.0,20.0,3,3,3,3,2,0,1,1,95.3,93.10000000000002,35.0
4.0,95.0,78.0,73.0,91.0,88.0,90.0,5,5,5,5,5,0,0,2,54.3,31.0,95.0
4.0,86.0,80.0,64.0,78.0,74.0,79.0,5,5,5,5,5,0,0,1,31.3,23.7,88.0
4.0,77.0,74.0,69.0,84.0,78.0,81.0,5,5,5,5,5,0,1,1,49.3,48.6,83.0
4.0,86.0,76.0,66.0,76.0,64.0,78.0,5,5,5,5,5,0,0,1,48.1,24.2,85.0
4.0,44.0,62.0,51.0,62.0,63.0,35.0,3,4,4,3,3,0,1,1,94.5,92.4,45.0
4.0,75.0,74.0,58.0,73.0,58.0,70.0,5,5,5,5,5,0,1,1,51.5,46.2,72.0
4.0,35.0,63.0,63.0,73.0,71.0,38.0,4,4,3,3,3,0,1,1,98.3,96.39999999999998,32.0
4.0,68.0,58.0,48.0,70.0,62.0,68.0,5,5,5,5,5,0,1,2,58.1,46.0,76.0
4.0,71.0,56.0,40.0,72.0,61.0,69.0,5,5,5,5,5,0,0,2,36.7,35.4,76.0
4.0,56.0,55.0,46.0,59.0,52.0,71.0,5,5,5,4,4,0,1,3,68.8,56.00000000000001,50.0
4.0,44.0,62.0,52.0,45.0,44.0,33.0,3,4,3,4,4,0,1,1,82.4,81.3,41.0
4.0,83.0,76.0,71.0,74.0,68.0,70.0,5,5,5,5,5,0,0,1,39.9,30.5,82.0
4.0,29.0,39.0,33.0,50.0,53.0,23.0,3,3,3,3,3,0,1,2,95.8,92.9,25.0
4.0,83.0,68.0,48.0,84.0,74.0,85.0,5,5,5,5,5,0,1,2,51.4,36.0,88.0
4.0,73.0,70.0,53.0,64.0,53.0,56.0,5,5,5,5,5,0,1,1,51.8,42.69999999999999,68.0
4.0,55.0,67.0,59.0,66.0,71.0,24.0,4,4,3,4,5,0,1,1,93.0,91.2,49.0
4.0,70.0,77.0,65.0,72.0,56.0,51.0,5,5,5,5,5,0,1,1,67.2,56.00000000000001,64.0
4.0,30.0,53.0,52.0,61.0,60.0,17.0,3,3,3,3,3,0,1,1,93.0,89.3,34.0
4.0,39.0,50.0,38.0,53.0,51.0,27.0,3,3,3,3,3,0,1,1,92.6,87.8,39.0
4.0,35.0,40.0,32.0,55.0,57.0,27.0,3,3,4,4,3,0,1,2,90.5,89.3,36.0
4.0,33.0,45.0,42.0,52.0,59.0,25.0,3,3,3,3,3,1,1,4,81.8,91.2,33.0
4.0,32.0,56.0,59.0,55.0,69.0,20.0,3,3,3,3,3,0,1,4,99.1,98.2,18.0
4.0,51.0,43.0,30.0,64.0,53.0,54.0,4,5,5,5,5,0,1,2,53.9,55.4,63.0
4.0,84.0,80.0,68.0,74.0,55.0,69.0,5,5,5,5,5,0,1,1,44.7,47.099999999999994,77.0
4.0,82.0,69.0,64.0,83.0,80.0,78.0,5,5,5,5,5,1,1,4,52.5,43.1,85.0
4.0,77.0,70.0,65.0,63.0,58.0,85.0,5,5,5,5,5,0,1,3,52.6,42.19999999999999,70.0
4.0,44.0,61.0,49.0,58.0,52.0,29.0,3,4,4,3,3,0,1,1,83.7,84.89999999999998,43.0
4.0,88.0,81.0,76.0,83.0,78.0,84.0,5,5,5,5,5,0,0,1,55.9,30.2,91.0
4.0,53.0,67.0,57.0,49.0,50.0,37.0,3,4,3,4,3,0,1,1,87.8,78.3,40.0
4.0,74.0,77.0,65.0,80.0,75.0,79.0,5,5,5,5,5,0,1,1,64.1,52.3,73.0
4.0,66.0,59.0,43.0,72.0,69.0,69.0,5,5,5,5,5,0,1,2,63.6,48.69999999999999,73.0
4.0,60.0,59.0,50.0,63.0,62.0,47.0,4,5,5,4,5,1,1,4,52.5,68.2,59.0
4.0,24.0,42.0,63.0,62.0,76.0,12.0,3,2,3,3,1,1,1,4,96.9,98.0,48.0
4.0,26.0,30.0,21.0,26.0,25.0,3.0,1,3,2,3,2,1,1,4,92.4,89.9,17.0
4.0,53.0,62.0,42.0,58.0,60.0,20.0,3,5,3,4,4,1,1,1,84.1,85.5,51.0
4.0,42.0,47.0,35.0,42.0,40.0,21.0,2,4,3,3,4,1,1,4,90.0,86.3,30.0
4.0,62.0,56.0,49.0,63.0,57.0,68.0,5,5,5,4,4,1,1,3,62.0,54.6,51.0
4.0,79.0,72.0,63.0,78.0,56.0,53.0,5,5,5,5,5,1,0,1,40.1,27.800000000000004,81.0
4.0,68.0,61.0,58.0,70.0,68.0,64.0,5,5,5,4,4,1,1,4,94.4,88.0,77.0
4.0,48.0,49.0,46.0,53.0,63.0,32.0,4,3,3,3,2,1,1,2,94.6,93.89999999999998,42.0
4.0,53.0,50.0,40.0,42.0,36.0,66.0,4,4,4,4,4,0,1,3,52.0,49.8,36.0
4.0,37.0,43.0,36.0,31.0,47.0,32.0,3,3,3,3,3,1,1,3,68.4,80.9,28.0
4.0,74.0,77.0,53.0,72.0,72.0,57.0,5,4,5,4,5,1,1,1,37.0,46.9,62.0
4.0,52.0,57.0,39.0,66.0,71.0,44.0,4,4,5,5,3,1,1,4,75.5,61.3,55.0
4.0,55.0,57.0,46.0,49.0,46.0,31.0,3,5,4,4,3,1,1,4,81.8,77.8,39.0
4.0,43.0,52.0,46.0,54.0,48.0,27.0,3,4,4,3,3,1,1,4,92.2,86.8,41.0
4.0,62.0,57.0,53.0,69.0,65.0,47.0,5,4,5,5,4,1,1,2,63.7,52.8,63.0
4.0,67.0,67.0,58.0,41.0,34.0,67.0,5,5,4,4,4,1,1,3,61.1,50.8,45.0
4.0,52.0,51.0,43.0,56.0,49.0,41.0,3,5,4,4,4,1,1,4,78.4,41.3,46.0
4.0,47.0,54.0,50.0,67.0,74.0,41.0,4,4,4,4,4,1,1,4,73.0,34.69999999999999,39.0
4.0,60.0,53.0,52.0,58.0,70.0,23.0,3,3,3,3,3,1,1,4,59.9,58.8,45.0
4.0,83.0,77.0,70.0,73.0,63.0,83.0,5,5,5,5,5,1,1,2,48.3,11.600000000000001,67.0
4.0,49.0,54.0,48.0,53.0,60.0,30.0,3,3,3,3,2,1,1,4,95.8,75.7,46.0
4.0,50.0,57.0,45.0,62.0,62.0,41.0,4,4,3,3,3,1,1,4,94.1,88.6,45.0
4.0,54.0,53.0,42.0,48.0,48.0,38.0,3,5,5,5,3,1,1,4,64.6,21.9,44.0
4.0,28.0,47.0,58.0,49.0,52.0,15.0,2,3,3,1,2,1,1,4,99.1,93.5,29.0
4.0,37.0,35.0,33.0,61.0,62.0,31.0,3,4,3,4,3,1,1,2,89.1,88.1,42.0
4.0,48.0,59.0,47.0,63.0,78.0,21.0,3,4,2,3,3,1,1,1,88.6,89.3,43.0
4.0,59.0,58.0,50.0,46.0,28.0,35.0,3,4,4,3,3,1,1,4,62.0,56.99999999999999,50.0
4.0,48.0,50.0,49.0,48.0,49.0,44.0,3,4,3,3,3,1,1,4,67.7,50.9,40.0
4.0,40.0,39.0,31.0,32.0,41.0,37.0,2,2,2,2,2,1,1,3,88.7,85.5,34.0
4.0,98.0,69.0,73.0,68.0,54.0,94.0,5,5,5,5,5,0,0,4,52.5,30.4,88.0
7.0,22.0,46.0,54.0,54.0,41.0,22.0,2,2,3,3,2,0,1,1,88.4,93.60000000000002,35.0
7.0,39.0,38.0,21.0,50.0,50.0,47.0,3,3,3,3,3,0,1,3,56.2,60.6,35.0
7.0,83.0,73.0,70.0,80.0,61.0,77.0,5,5,5,5,5,0,0,1,24.5,32.0,79.0
7.0,59.0,50.0,36.0,66.0,60.0,61.0,5,5,5,5,5,0,0,2,28.6,37.8,72.0
7.0,60.0,63.0,60.0,60.0,38.0,53.0,4,4,5,4,3,0,0,1,55.2,42.4,58.0
7.0,40.0,47.0,53.0,48.0,41.0,32.0,3,4,4,4,3,0,1,1,30.9,79.2,38.0
7.0,27.0,40.0,57.0,50.0,45.0,17.0,2,3,3,3,2,0,1,1,71.0,82.5,35.0
7.0,55.0,50.0,43.0,55.0,53.0,71.0,4,4,4,4,3,0,0,3,56.7,38.9,51.0
7.0,40.0,56.0,56.0,62.0,55.0,45.0,3,4,3,3,3,0,1,1,44.7,85.2,40.0
7.0,31.0,42.0,28.0,55.0,59.0,27.0,3,3,3,3,2,0,1,2,52.6,81.89999999999998,38.0
7.0,32.0,38.0,27.0,32.0,22.0,28.0,1,3,2,3,2,0,1,1,51.2,85.3,26.0
7.0,34.0,33.0,27.0,46.0,45.0,33.0,3,3,3,3,3,0,1,2,60.0,71.6,37.0
7.0,35.0,46.0,41.0,42.0,34.0,30.0,2,3,3,3,2,0,1,1,47.4,91.3,26.0
7.0,64.0,55.0,37.0,53.0,49.0,72.0,5,5,5,4,4,0,0,3,26.5,30.5,64.0
7.0,36.0,38.0,32.0,50.0,47.0,31.0,3,3,3,3,3,0,1,2,48.3,74.0,39.0
7.0,71.0,64.0,48.0,55.0,41.0,56.0,4,5,5,5,5,0,0,1,38.4,24.4,69.0
7.0,25.0,42.0,43.0,34.0,17.0,20.0,1,3,3,3,2,0,1,1,41.7,87.1,19.0
7.0,61.0,54.0,46.0,46.0,36.0,45.0,3,4,4,4,4,0,0,1,45.7,30.2,51.0
7.0,64.0,58.0,37.0,66.0,42.0,70.0,4,5,5,4,4,0,0,1,22.7,34.599999999999994,71.0
7.0,60.0,53.0,40.0,75.0,69.0,58.0,5,5,5,5,5,0,0,2,53.6,29.3,78.0
7.0,35.0,39.0,32.0,41.0,41.0,38.0,3,3,3,3,3,0,1,2,46.2,78.4,32.0
7.0,68.0,58.0,45.0,54.0,44.0,76.0,5,5,5,4,4,0,0,3,52.0,25.9,66.0
7.0,29.0,39.0,28.0,32.0,22.0,40.0,1,3,3,2,2,0,1,1,47.2,79.9,26.0
7.0,47.0,53.0,40.0,51.0,43.0,35.0,3,3,3,4,4,0,1,1,55.6,54.7,44.0
7.0,38.0,50.0,51.0,54.0,35.0,47.0,3,4,3,4,2,0,1,1,48.8,78.9,39.0
7.0,61.0,50.0,39.0,70.0,67.0,59.0,5,5,5,5,5,0,0,2,40.4,25.8,71.0
7.0,62.0,57.0,42.0,62.0,45.0,71.0,5,5,5,4,4,0,0,3,39.9,26.0,63.0
7.0,29.0,39.0,34.0,47.0,48.0,33.0,2,3,3,3,3,0,1,2,47.0,73.6,34.0
7.0,34.0,37.0,35.0,61.0,65.0,44.0,3,3,3,3,3,0,1,2,28.8,65.7,51.0
7.0,57.0,51.0,39.0,53.0,34.0,52.0,3,4,5,5,4,0,0,1,43.9,45.7,57.0
7.0,56.0,49.0,41.0,47.0,17.0,48.0,3,4,4,4,3,0,0,1,52.7,43.8,52.0
7.0,28.0,37.0,35.0,41.0,45.0,42.0,3,2,3,3,3,0,1,3,45.2,76.7,27.0
7.0,75.0,73.0,59.0,79.0,65.0,63.0,5,5,5,5,4,0,0,1,39.7,30.0,77.0
7.0,76.0,68.0,43.0,67.0,56.0,68.0,5,5,5,5,4,0,0,1,30.5,19.1,78.0
7.0,52.0,60.0,59.0,56.0,38.0,64.0,4,4,5,5,3,0,1,1,47.5,61.1,51.0
7.0,50.0,64.0,49.0,76.0,63.0,35.0,4,4,4,4,3,0,1,1,21.2,73.9,62.0
7.0,65.0,61.0,46.0,54.0,46.0,59.0,4,5,4,4,4,0,0,1,53.2,26.6,59.0
7.0,57.0,53.0,44.0,44.0,28.0,70.0,4,4,4,4,4,0,0,3,47.2,35.6,54.0
7.0,65.0,59.0,51.0,53.0,33.0,52.0,4,5,4,4,4,0,0,1,40.1,28.7,62.0
7.0,65.0,45.0,36.0,43.0,50.0,81.0,5,5,5,5,5,0,1,3,25.7,58.1,72.0
7.0,34.0,36.0,25.0,40.0,34.0,49.0,3,3,3,3,3,0,1,3,45.0,68.60000000000002,35.0
7.0,40.0,54.0,56.0,55.0,48.0,32.0,3,3,3,3,2,0,1,1,45.1,78.5,40.0
7.0,53.0,47.0,33.0,67.0,55.0,56.0,4,4,4,4,4,0,0,2,49.1,40.8,63.0
7.0,63.0,58.0,46.0,53.0,43.0,40.0,3,3,3,3,3,0,0,1,44.7,40.1,52.0
7.0,43.0,38.0,42.0,36.0,46.0,20.0,2,3,4,4,3,0,1,1,42.0,88.0,32.0
7.0,53.0,54.0,51.0,50.0,40.0,42.0,3,4,3,3,3,0,1,1,34.5,52.7,49.0
7.0,31.0,39.0,31.0,49.0,51.0,22.0,2,3,3,3,2,0,1,2,48.2,80.0,32.0
7.0,35.0,39.0,46.0,39.0,45.0,40.0,2,3,2,3,2,0,1,1,40.5,88.1,36.0
7.0,45.0,51.0,53.0,60.0,49.0,40.0,3,3,3,3,3,0,1,1,43.2,82.3,46.0
7.0,43.0,61.0,58.0,67.0,65.0,32.0,3,3,3,4,2,0,1,1,69.7,90.60000000000002,47.0
7.0,32.0,35.0,27.0,45.0,45.0,43.0,3,3,3,3,3,0,1,3,44.6,72.7,35.0
7.0,40.0,58.0,46.0,46.0,43.0,34.0,3,3,3,3,2,0,1,1,40.8,81.10000000000002,39.0
7.0,29.0,35.0,31.0,45.0,53.0,38.0,3,3,3,3,3,0,1,2,44.4,81.0,32.0
7.0,24.0,39.0,46.0,36.0,29.0,17.0,1,3,3,3,2,0,1,1,46.9,87.3,21.0
7.0,42.0,55.0,55.0,45.0,34.0,41.0,3,3,3,3,2,0,1,1,49.1,73.6,42.0
7.0,48.0,55.0,45.0,49.0,40.0,40.0,3,3,3,3,2,0,1,1,39.9,68.4,41.0
7.0,57.0,50.0,51.0,62.0,58.0,42.0,4,4,3,3,3,0,0,1,29.0,53.8,58.0
7.0,50.0,53.0,50.0,49.0,33.0,37.0,3,3,4,3,3,0,1,1,27.8,74.0,53.0
7.0,52.0,45.0,32.0,60.0,54.0,53.0,4,5,5,4,4,0,0,2,58.2,42.6,55.0
7.0,46.0,45.0,36.0,57.0,47.0,63.0,4,4,4,4,4,0,0,3,25.4,40.0,55.0
7.0,48.0,48.0,34.0,58.0,54.0,43.0,4,4,4,4,4,0,0,2,23.1,50.1,52.0
7.0,40.0,44.0,43.0,43.0,35.0,54.0,3,4,4,3,3,0,1,3,24.7,66.5,40.0
7.0,36.0,40.0,35.0,30.0,25.0,28.0,2,3,3,4,3,0,1,1,29.5,65.0,28.0
7.0,64.0,57.0,47.0,44.0,39.0,79.0,5,5,5,5,4,0,0,3,41.6,25.7,61.0
7.0,38.0,51.0,64.0,44.0,42.0,31.0,3,3,2,3,3,0,1,1,45.9,74.4,38.0
7.0,64.0,53.0,42.0,58.0,45.0,52.0,4,4,3,5,3,0,0,1,36.5,44.9,63.0
7.0,37.0,54.0,50.0,41.0,36.0,34.0,3,3,3,3,2,0,1,1,47.0,88.8,35.0
7.0,52.0,45.0,33.0,68.0,57.0,62.0,4,4,4,4,5,0,0,2,37.6,33.0,64.0
7.0,36.0,61.0,69.0,53.0,40.0,40.0,3,3,2,3,1,0,1,1,46.7,83.8,34.0
7.0,37.0,57.0,57.0,66.0,50.0,41.0,3,4,4,4,2,0,1,1,30.3,76.0,43.0
7.0,29.0,37.0,36.0,45.0,47.0,28.0,2,3,3,3,2,0,1,4,28.8,79.2,35.0
7.0,58.0,53.0,47.0,60.0,47.0,56.0,4,5,4,3,4,0,0,1,35.7,41.4,58.0
7.0,71.0,58.0,46.0,66.0,60.0,64.0,5,5,5,5,5,0,0,4,30.4,18.7,77.0
7.0,67.0,60.0,38.0,79.0,64.0,60.0,5,5,5,5,5,0,0,1,52.7,39.30000000000001,74.0
7.0,66.0,57.0,37.0,62.0,35.0,58.0,4,4,4,5,5,0,0,1,47.1,36.6,70.0
7.0,74.0,63.0,55.0,66.0,62.0,71.0,5,5,5,5,4,0,0,1,15.3,37.5,74.0
7.0,66.0,66.0,55.0,71.0,52.0,59.0,5,5,5,5,4,0,0,1,43.2,30.3,69.0
7.0,65.0,57.0,47.0,59.0,50.0,55.0,5,5,5,5,5,1,0,4,27.8,47.19999999999999,71.0
7.0,77.0,69.0,53.0,73.0,63.0,74.0,5,5,5,5,5,1,0,4,17.6,24.6,71.0
7.0,88.0,74.0,61.0,77.0,61.0,71.0,5,5,5,5,5,1,0,4,46.7,4.0,82.0
7.0,69.0,52.0,48.0,69.0,67.0,53.0,5,5,4,4,2,1,1,4,40.1,74.6,74.0
7.0,75.0,61.0,50.0,61.0,40.0,64.0,5,5,5,5,5,1,0,4,40.0,22.0,73.0
7.0,59.0,57.0,40.0,69.0,64.0,40.0,5,4,4,4,5,1,0,4,30.9,43.8,54.0
7.0,50.0,59.0,56.0,63.0,56.0,39.0,3,5,4,3,5,1,1,4,23.3,68.10000000000002,48.0
7.0,63.0,53.0,35.0,50.0,49.0,50.0,4,5,5,4,4,1,0,4,28.3,54.4,59.0
7.0,61.0,51.0,31.0,63.0,48.0,56.0,4,5,4,4,4,1,0,4,53.3,30.7,63.0
7.0,72.0,73.0,59.0,74.0,62.0,48.0,5,5,5,5,5,1,0,4,56.1,36.5,72.0
7.0,58.0,47.0,38.0,46.0,40.0,60.0,3,3,3,3,3,1,0,4,55.0,37.2,58.0
7.0,67.0,74.0,65.0,81.0,76.0,76.0,5,5,5,5,4,0,1,1,33.3,75.3,81.0
7.0,51.0,59.0,67.0,55.0,50.0,64.0,4,4,3,4,5,0,1,1,41.8,90.8,55.0
7.0,28.0,35.0,24.0,55.0,61.0,27.0,3,2,3,1,2,0,1,2,67.9,100.0,34.0
7.0,42.0,51.0,50.0,67.0,59.0,40.0,3,4,3,3,3,0,1,1,44.3,97.2,49.0
7.0,36.0,38.0,30.0,47.0,45.0,38.0,3,4,3,2,2,0,1,2,60.3,100.0,44.0
7.0,78.0,80.0,70.0,77.0,59.0,79.0,5,5,5,5,5,0,0,1,16.0,21.0,82.0
7.0,47.0,64.0,54.0,47.0,30.0,47.0,3,4,2,3,3,0,1,1,88.9,100.0,51.0
7.0,32.0,36.0,32.0,39.0,48.0,30.0,2,3,3,3,3,0,1,2,77.5,67.0,33.0
7.0,69.0,76.0,52.0,72.0,51.0,60.0,5,5,5,5,5,0,0,1,59.7,41.3,70.0
7.0,43.0,47.0,38.0,55.0,40.0,33.0,3,3,3,5,3,0,1,1,74.5,100.0,57.0
7.0,55.0,62.0,51.0,65.0,49.0,55.0,4,4,3,4,3,0,1,1,44.4,98.5,62.0
7.0,44.0,52.0,50.0,63.0,53.0,52.0,3,3,3,3,4,0,1,1,81.1,100.0,56.0
7.0,44.0,59.0,62.0,59.0,55.0,44.0,4,3,3,3,3,0,1,1,59.0,100.0,55.0
7.0,38.0,44.0,32.0,44.0,42.0,49.0,3,3,3,3,3,0,1,3,68.6,92.30000000000001,28.0
7.0,77.0,68.0,55.0,65.0,51.0,75.0,5,5,5,5,5,0,0,1,19.7,13.7,86.0
7.0,25.0,54.0,89.0,58.0,74.0,29.0,3,3,1,3,1,0,1,1,94.2,100.0,28.0
7.0,55.0,45.0,34.0,61.0,50.0,54.0,4,5,5,5,5,0,0,2,31.2,31.0,66.0
7.0,35.0,40.0,37.0,45.0,35.0,54.0,3,4,4,3,3,0,0,3,63.8,90.3,34.0
7.0,76.0,60.0,49.0,73.0,68.0,72.0,5,5,5,5,5,0,0,2,30.0,27.4,89.0
7.0,43.0,45.0,39.0,34.0,38.0,56.0,3,4,4,3,3,0,0,3,44.8,38.0,29.0
7.0,39.0,51.0,46.0,53.0,35.0,48.0,3,3,3,3,3,0,1,1,49.1,100.0,44.0
7.0,64.0,66.0,60.0,71.0,49.0,65.0,5,5,3,5,4,0,0,1,34.0,40.2,68.0
7.0,67.0,66.0,48.0,64.0,43.0,59.0,4,5,3,5,5,0,0,1,32.7,34.599999999999994,70.0
7.0,37.0,42.0,29.0,47.0,45.0,58.0,3,3,3,3,3,0,1,3,49.3,85.1,37.0
7.0,48.0,50.0,38.0,61.0,40.0,33.0,3,4,3,3,3,0,1,1,70.0,100.0,50.0
7.0,45.0,46.0,41.0,46.0,42.0,56.0,4,3,3,3,3,0,0,3,45.5,46.0,41.0
7.0,48.0,48.0,23.0,47.0,31.0,43.0,3,3,3,3,3,0,1,2,58.5,87.1,48.0
7.0,46.0,58.0,44.0,67.0,63.0,42.0,4,4,3,3,3,0,1,1,76.2,100.0,60.0
7.0,23.0,53.0,62.0,48.0,64.0,28.0,3,3,2,1,2,0,1,1,95.0,100.0,23.0
7.0,45.0,45.0,35.0,40.0,35.0,35.0,2,3,3,2,3,0,1,1,53.6,100.0,45.0
7.0,44.0,41.0,23.0,49.0,37.0,37.0,3,4,3,3,3,0,0,2,59.7,98.2,49.0
7.0,70.0,69.0,58.0,81.0,70.0,65.0,5,4,4,4,4,0,0,1,36.0,35.5,70.0
7.0,43.0,64.0,65.0,67.0,55.0,48.0,4,4,5,4,3,0,1,1,57.9,100.0,56.0
7.0,58.0,71.0,68.0,73.0,69.0,55.0,5,4,3,4,4,0,1,1,48.2,100.0,57.0
7.0,45.0,44.0,45.0,47.0,38.0,47.0,3,4,3,3,3,0,1,1,39.3,100.0,53.0
7.0,52.0,59.0,43.0,61.0,40.0,62.0,3,4,4,4,5,0,0,1,69.6,97.1,54.0
7.0,59.0,59.0,36.0,68.0,53.0,77.0,4,5,3,4,3,0,0,1,42.3,74.7,69.0
7.0,39.0,42.0,28.0,45.0,42.0,50.0,3,3,3,3,2,0,1,3,71.7,100.0,33.0
7.0,34.0,51.0,58.0,54.0,57.0,43.0,3,2,2,3,2,0,1,1,82.4,100.0,39.0
7.0,62.0,64.0,53.0,65.0,54.0,67.0,4,4,4,4,4,0,0,1,30.3,41.19999999999999,64.0
7.0,50.0,64.0,58.0,48.0,51.0,45.0,3,2,3,4,2,0,1,1,76.8,100.0,53.0
7.0,53.0,57.0,42.0,60.0,29.0,59.0,3,3,4,4,5,0,0,1,67.3,51.3,59.0
7.0,68.0,67.0,44.0,52.0,23.0,55.0,3,4,3,5,5,0,0,1,57.6,40.400000000000006,63.0
7.0,26.0,46.0,84.0,63.0,79.0,50.0,4,1,1,2,2,0,1,1,87.2,100.0,45.0
7.0,31.0,34.0,29.0,39.0,54.0,37.0,3,3,3,3,3,0,0,3,75.2,58.3,26.0
7.0,50.0,48.0,33.0,38.0,41.0,57.0,3,4,4,3,3,0,0,3,53.0,45.2,29.0
7.0,32.0,48.0,54.0,61.0,65.0,42.0,3,2,3,3,3,0,1,1,69.0,100.0,37.0
