Florida District Number,English Language Arts Achievement,English Language Arts Learning Gains,English Language Arts Learning Gains of the Lowest 25%,Mathematics Learning Gains,Mathematics Learning Gains of the Lowest 25%,Science Achievement,Grade 2022,Grade 2019,Grade 2018,Grade 2017,Grade 2016,Charter School,Title I,School Type,Percent of Minority Students,Percent of Economically Disadvantaged Students,Mathematics Achievement
2.0,41.0,51.0,36.0,49.0,51.0,42.0,3,4,3,4,3,0,1,3,86.9,95.0,42.0
2.0,35.0,46.0,43.0,51.0,54.0,44.0,4,4,4,4,2,0,1,3,89.9,85.2,39.0
2.0,39.0,43.0,38.0,69.0,63.0,33.0,3,5,4,5,3,0,1,1,96.5,100.0,53.0
2.0,40.0,42.0,37.0,38.0,39.0,48.0,4,4,4,4,3,0,1,4,41.2,67.0,40.0
2.0,53.0,56.0,51.0,74.0,72.0,51.0,4,5,5,5,5,0,1,1,65.0,86.2,73.0
2.0,31.0,67.0,69.0,64.0,54.0,25.0,3,2,3,3,2,0,1,1,92.1,100.0,47.0
2.0,53.0,64.0,50.0,66.0,51.0,50.0,4,5,4,5,5,0,1,1,40.2,84.3,60.0
2.0,52.0,53.0,48.0,45.0,27.0,70.0,3,4,4,5,4,0,1,1,31.1,89.8,57.0
2.0,41.0,49.0,46.0,54.0,58.0,32.0,3,3,3,3,3,0,1,1,94.7,100.0,43.0
2.0,34.0,50.0,46.0,62.0,61.0,41.0,3,3,3,4,2,0,1,1,87.3,100.0,58.0
2.0,32.0,32.0,31.0,40.0,42.0,33.0,3,3,3,3,3,0,1,2,54.4,79.4,34.0
2.0,61.0,48.0,33.0,59.0,55.0,71.0,5,5,5,5,5,0,0,2,36.4,31.1,73.0
2.0,41.0,41.0,33.0,56.0,29.0,33.0,2,5,5,4,4,0,1,1,73.8,100.0,49.0
2.0,77.0,63.0,56.0,80.0,65.0,74.0,5,5,5,5,5,0,0,1,24.0,22.400000000000006,83.0
2.0,25.0,39.0,27.0,38.0,42.0,32.0,2,3,3,3,3,0,1,2,83.6,99.4,25.0
2.0,62.0,68.0,56.0,65.0,58.0,56.0,5,5,3,4,3,0,1,1,71.9,69.3,71.0
2.0,22.0,34.0,34.0,34.0,41.0,17.0,2,3,3,3,2,0,1,2,82.5,100.0,23.0
2.0,31.0,49.0,40.0,58.0,55.0,21.0,3,3,3,3,3,0,1,1,95.9,100.0,52.0
2.0,83.0,72.0,64.0,78.0,73.0,78.0,5,5,4,5,5,0,0,1,32.3,23.400000000000006,83.0
2.0,34.0,59.0,48.0,49.0,59.0,27.0,3,3,3,3,3,0,1,1,85.1,100.0,32.0
2.0,80.0,66.0,58.0,70.0,55.0,75.0,5,5,5,5,5,0,0,3,70.7,28.4,76.0
2.0,43.0,56.0,36.0,62.0,42.0,50.0,3,4,4,5,4,0,1,1,65.1,100.0,60.0
2.0,30.0,50.0,50.0,57.0,54.0,26.0,3,3,1,3,2,0,1,1,83.5,100.0,42.0
2.0,41.0,63.0,56.0,62.0,83.0,27.0,3,3,2,3,2,0,1,1,88.5,100.0,41.0
2.0,32.0,48.0,43.0,57.0,67.0,36.0,3,2,2,1,3,0,1,1,87.5,100.0,45.0
2.0,69.0,62.0,51.0,68.0,62.0,80.0,5,5,5,5,5,0,0,1,27.2,27.1,80.0
2.0,41.0,58.0,64.0,66.0,52.0,40.0,3,3,3,4,2,0,1,1,79.2,99.4,51.0
2.0,36.0,66.0,53.0,62.0,57.0,26.0,3,3,3,3,2,0,1,1,88.6,100.0,52.0
2.0,38.0,56.0,55.0,66.0,77.0,31.0,3,4,3,4,3,0,1,1,68.1,100.0,49.0
2.0,41.0,48.0,48.0,60.0,50.0,28.0,3,3,4,3,2,0,1,1,81.8,100.0,64.0
2.0,21.0,37.0,32.0,37.0,58.0,38.0,3,3,3,4,3,0,1,3,83.1,100.0,19.0
2.0,26.0,36.0,34.0,61.0,48.0,28.0,2,3,4,4,4,0,1,1,87.6,91.9,47.0
2.0,82.0,71.0,53.0,85.0,75.0,76.0,5,5,5,5,5,0,0,1,34.5,21.099999999999994,94.0
2.0,25.0,45.0,48.0,40.0,33.0,19.0,2,3,3,4,3,0,1,1,81.5,100.0,36.0
2.0,22.0,38.0,33.0,66.0,50.0,32.0,3,3,3,3,3,0,1,3,78.0,91.8,35.0
2.0,38.0,45.0,43.0,48.0,50.0,36.0,3,2,3,2,3,0,1,1,96.2,100.0,48.0
2.0,44.0,68.0,54.0,70.0,67.0,40.0,4,2,3,3,3,0,1,1,86.0,100.0,56.0
2.0,31.0,59.0,56.0,69.0,68.0,33.0,3,3,3,2,3,0,1,1,83.6,100.0,48.0
2.0,39.0,57.0,54.0,71.0,58.0,68.0,4,2,2,2,3,0,1,1,94.3,100.0,68.0
2.0,29.0,43.0,48.0,38.0,49.0,43.0,3,3,3,3,3,0,1,3,97.0,100.0,27.0
2.0,28.0,59.0,59.0,63.0,58.0,40.0,3,3,2,3,3,0,1,1,83.7,100.0,38.0
2.0,32.0,57.0,59.0,77.0,68.0,29.0,3,2,3,3,2,0,1,1,84.2,100.0,48.0
2.0,28.0,43.0,65.0,54.0,46.0,26.0,3,3,2,3,2,0,1,1,93.9,100.0,37.0
2.0,19.0,42.0,54.0,60.0,75.0,29.0,3,3,3,3,2,1,1,2,89.1,100.0,31.0
2.0,27.0,48.0,50.0,63.0,80.0,40.0,3,3,2,2,3,0,1,1,94.3,100.0,51.0
2.0,86.0,75.0,70.0,66.0,71.0,93.0,5,5,5,5,5,0,0,3,41.9,21.4,74.0
2.0,30.0,42.0,17.0,28.0,23.0,8.0,1,5,4,5,4,1,1,1,98.0,100.0,26.0
2.0,23.0,48.0,47.0,69.0,70.0,19.0,3,3,3,3,3,0,1,1,89.8,100.0,42.0
2.0,76.0,65.0,49.0,58.0,62.0,75.0,5,5,5,5,4,1,1,4,50.0,37.7,79.0
2.0,34.0,44.0,44.0,37.0,31.0,15.0,2,2,3,4,3,1,1,1,100.0,100.0,35.0
2.0,32.0,46.0,41.0,50.0,51.0,21.0,2,3,3,3,2,1,1,4,78.6,100.0,32.0
2.0,28.0,41.0,35.0,39.0,44.0,16.0,2,3,3,3,3,1,1,4,92.4,100.0,25.0
2.0,18.0,47.0,54.0,57.0,64.0,18.0,2,4,2,3,2,0,1,1,97.8,100.0,25.0
2.0,30.0,26.0,42.0,35.0,38.0,8.0,1,5,4,3,1,1,1,1,94.3,82.6,38.0
2.0,35.0,45.0,42.0,38.0,66.0,16.0,2,4,3,2,3,1,1,2,93.5,79.80000000000001,18.0
2.0,23.0,48.0,62.0,33.0,49.0,6.0,2,4,3,4,3,1,1,1,99.3,100.0,16.0
2.0,28.0,62.0,85.0,63.0,65.0,23.0,3,2,2,2,3,0,1,1,94.0,100.0,36.0
2.0,75.0,71.0,65.0,74.0,70.0,74.0,5,5,5,4,4,1,0,1,53.9,43.2,85.0
2.0,54.0,52.0,49.0,65.0,67.0,70.0,5,5,5,4,3,1,0,3,59.8,41.8,55.0
2.0,66.0,61.0,44.0,69.0,65.0,63.0,5,5,5,5,5,1,0,4,58.4,34.8,71.0
2.0,45.0,49.0,33.0,58.0,47.0,23.0,3,3,2,2,3,1,1,2,69.9,69.0,40.0
2.0,57.0,58.0,50.0,39.0,37.0,44.0,3,3,4,4,3,1,1,1,68.6,90.60000000000002,43.0
2.0,86.0,70.0,72.0,84.0,85.0,77.0,5,5,5,5,5,0,0,1,53.5,15.8,84.0
2.0,54.0,63.0,49.0,71.0,68.0,62.0,5,4,4,4,3,0,1,1,62.5,75.5,67.0
2.0,97.0,82.0,85.0,93.0,89.0,100.0,5,5,5,5,5,0,0,1,64.5,8.4,100.0
2.0,68.0,56.0,47.0,48.0,39.0,78.0,5,5,5,5,5,0,1,4,84.2,44.9,54.0
2.0,18.0,36.0,29.0,37.0,48.0,8.0,2,3,3,2,2,0,1,2,95.9,100.0,23.0
2.0,73.0,67.0,52.0,71.0,62.0,71.0,5,5,5,5,4,0,0,1,52.9,33.30000000000001,81.0
2.0,79.0,64.0,51.0,65.0,60.0,80.0,5,5,5,5,5,0,0,2,69.0,28.1,79.0
2.0,94.0,81.0,80.0,66.0,74.0,88.0,5,5,5,5,5,0,0,3,66.1,15.9,90.0
2.0,44.0,55.0,51.0,59.0,64.0,33.0,4,4,4,3,4,0,1,4,87.7,95.6,41.0
2.0,18.0,31.0,37.0,47.0,55.0,22.0,3,2,3,3,3,0,1,2,95.7,100.0,25.0
2.0,20.0,61.0,67.0,73.0,86.0,6.0,3,2,2,2,2,0,1,1,98.3,100.0,41.0
2.0,66.0,65.0,44.0,58.0,43.0,47.0,4,4,4,4,4,0,0,1,59.7,69.39999999999998,62.0
2.0,63.0,54.0,42.0,65.0,53.0,56.0,4,4,4,5,4,0,0,1,59.8,73.3,73.0
2.0,73.0,62.0,43.0,70.0,47.0,67.0,5,5,5,5,5,0,0,1,53.0,23.7,79.0
2.0,53.0,61.0,54.0,47.0,38.0,41.0,3,4,5,4,3,0,1,1,96.6,89.8,53.0
2.0,29.0,62.0,80.0,73.0,88.0,22.0,4,3,2,3,3,0,1,1,98.2,100.0,48.0
2.0,18.0,40.0,47.0,53.0,49.0,28.0,3,3,3,3,3,0,1,3,97.9,100.0,31.0
2.0,31.0,62.0,75.0,67.0,64.0,23.0,3,4,4,5,3,0,1,1,97.5,100.0,38.0
2.0,28.0,56.0,50.0,62.0,57.0,26.0,3,2,3,3,3,0,1,1,86.4,100.0,47.0
2.0,40.0,56.0,42.0,63.0,52.0,45.0,3,3,3,3,2,0,1,1,84.6,88.2,54.0
2.0,41.0,61.0,55.0,55.0,45.0,48.0,3,3,3,3,3,0,1,1,60.2,100.0,62.0
2.0,43.0,58.0,61.0,79.0,79.0,39.0,4,3,3,4,3,0,1,1,66.8,100.0,65.0
2.0,24.0,38.0,39.0,44.0,43.0,22.0,3,2,3,3,3,0,1,2,84.2,100.0,30.0
2.0,42.0,58.0,61.0,75.0,65.0,40.0,4,3,4,3,3,0,1,1,82.9,100.0,55.0
2.0,63.0,63.0,49.0,68.0,48.0,52.0,4,4,3,5,4,0,0,1,52.9,73.5,69.0
2.0,24.0,35.0,32.0,44.0,42.0,28.0,3,2,3,3,3,0,1,2,80.7,97.89999999999998,31.0
2.0,25.0,41.0,45.0,47.0,54.0,21.0,3,3,2,3,2,0,1,2,95.2,100.0,32.0
2.0,21.0,30.0,34.0,37.0,47.0,28.0,2,3,2,2,2,0,1,2,84.4,100.0,24.0
2.0,24.0,38.0,41.0,58.0,63.0,20.0,3,2,3,3,2,0,1,2,82.8,100.0,37.0
2.0,38.0,53.0,45.0,50.0,41.0,41.0,3,3,3,4,3,0,1,1,77.6,95.6,38.0
2.0,66.0,69.0,37.0,69.0,50.0,56.0,4,4,4,4,4,0,0,1,55.2,66.60000000000002,73.0
2.0,30.0,39.0,45.0,44.0,52.0,41.0,3,3,4,3,3,0,1,2,71.2,100.0,32.0
2.0,28.0,36.0,37.0,52.0,50.0,12.0,2,3,2,3,2,0,1,1,97.8,100.0,36.0
2.0,36.0,67.0,55.0,52.0,50.0,25.0,3,3,3,2,3,0,1,1,81.4,100.0,40.0
2.0,47.0,67.0,58.0,62.0,58.0,45.0,4,4,4,5,4,0,1,1,81.2,92.80000000000001,55.0
2.0,61.0,49.0,36.0,52.0,54.0,77.0,5,5,4,4,3,0,0,3,32.7,25.0,50.0
2.0,75.0,65.0,49.0,56.0,68.0,69.0,5,5,4,4,3,0,1,3,43.2,38.80000000000001,56.0
2.0,69.0,67.0,55.0,65.0,45.0,65.0,5,5,4,4,5,0,0,1,32.9,35.19999999999999,73.0
2.0,41.0,52.0,43.0,56.0,49.0,36.0,3,4,4,3,3,0,1,1,65.6,100.0,57.0
2.0,51.0,60.0,55.0,65.0,66.0,65.0,4,4,5,5,4,0,0,1,55.0,78.2,63.0
2.0,30.0,46.0,33.0,54.0,41.0,26.0,2,3,3,3,3,0,1,1,83.5,100.0,40.0
2.0,50.0,49.0,35.0,61.0,57.0,44.0,3,4,3,3,3,0,1,1,69.3,87.4,56.0
2.0,62.0,60.0,49.0,66.0,48.0,61.0,4,5,5,5,5,0,0,1,62.0,64.7,77.0
2.0,53.0,49.0,40.0,54.0,50.0,36.0,3,5,4,5,5,0,1,1,68.9,86.7,57.0
2.0,60.0,61.0,54.0,36.0,38.0,40.0,3,4,3,4,4,0,1,1,61.8,98.6,53.0
2.0,39.0,57.0,50.0,71.0,61.0,28.0,3,3,2,3,4,0,1,1,90.3,100.0,48.0
2.0,34.0,53.0,54.0,51.0,46.0,25.0,3,4,3,3,4,0,1,1,87.8,100.0,40.0
2.0,51.0,56.0,38.0,71.0,71.0,48.0,4,3,4,3,3,0,1,1,36.4,100.0,65.0
2.0,48.0,52.0,42.0,63.0,62.0,60.0,5,5,5,5,4,0,1,3,60.3,62.8,57.0
2.0,32.0,41.0,38.0,55.0,51.0,34.0,3,3,3,3,2,0,1,2,86.1,100.0,41.0
2.0,58.0,53.0,40.0,58.0,40.0,66.0,4,5,4,5,5,0,0,1,48.9,38.80000000000001,70.0
2.0,37.0,53.0,53.0,68.0,67.0,33.0,3,4,3,2,2,0,1,1,81.1,100.0,50.0
2.0,19.0,32.0,34.0,35.0,42.0,29.0,3,3,3,3,3,0,1,3,85.4,100.0,25.0
2.0,58.0,63.0,51.0,73.0,56.0,69.0,5,4,4,5,4,0,0,1,47.1,63.9,68.0
2.0,24.0,52.0,59.0,61.0,56.0,26.0,3,3,2,2,2,0,1,1,84.8,100.0,43.0
2.0,27.0,44.0,44.0,55.0,64.0,31.0,3,2,2,3,2,0,1,2,89.6,100.0,37.0
2.0,45.0,51.0,38.0,55.0,32.0,39.0,3,4,4,4,4,0,1,1,64.0,89.1,55.0
2.0,71.0,65.0,53.0,69.0,65.0,61.0,5,5,5,5,5,0,0,1,31.9,50.7,77.0
2.0,67.0,63.0,41.0,60.0,35.0,67.0,4,4,4,5,4,0,0,1,54.6,13.6,63.0
2.0,29.0,44.0,46.0,49.0,61.0,43.0,3,3,3,3,2,0,1,3,83.7,99.4,38.0
2.0,67.0,61.0,45.0,69.0,60.0,61.0,5,5,4,4,5,0,0,1,41.3,32.1,70.0
2.0,33.0,58.0,40.0,65.0,53.0,34.0,3,2,3,3,3,0,1,1,93.2,100.0,49.0
2.0,44.0,49.0,50.0,50.0,53.0,46.0,3,4,4,4,4,0,0,1,73.4,76.2,49.0
2.0,39.0,45.0,36.0,49.0,49.0,48.0,3,4,4,3,3,0,0,2,66.9,72.0,44.0
2.0,55.0,52.0,40.0,61.0,57.0,69.0,5,5,4,3,3,0,0,2,45.4,61.3,60.0
2.0,42.0,50.0,45.0,55.0,49.0,42.0,3,3,3,3,2,0,1,1,72.1,91.7,55.0
2.0,45.0,48.0,39.0,59.0,55.0,52.0,4,4,4,3,4,0,1,2,66.2,81.8,52.0
2.0,70.0,63.0,56.0,67.0,60.0,72.0,5,5,5,5,5,0,0,1,36.5,30.2,75.0
2.0,65.0,71.0,59.0,70.0,57.0,55.0,5,5,5,5,5,0,0,1,46.4,34.30000000000001,71.0
2.0,54.0,53.0,42.0,58.0,54.0,59.0,4,5,4,4,4,0,0,2,45.6,35.9,61.0
2.0,53.0,51.0,39.0,53.0,59.0,47.0,4,4,5,5,4,0,0,3,47.3,28.1,51.0
2.0,35.0,59.0,48.0,61.0,61.0,19.0,3,3,3,3,3,0,1,1,96.2,100.0,51.0
2.0,58.0,67.0,50.0,78.0,73.0,67.0,5,5,4,4,4,0,1,1,59.5,85.5,62.0
2.0,75.0,69.0,65.0,73.0,61.0,73.0,5,5,5,5,5,0,0,1,52.9,35.9,83.0
2.0,35.0,51.0,41.0,42.0,54.0,40.0,3,4,4,4,3,0,1,3,74.5,76.4,32.0
2.0,72.0,59.0,44.0,66.0,58.0,70.0,5,5,5,5,5,0,0,2,52.6,28.499999999999996,70.0
2.0,48.0,51.0,41.0,63.0,63.0,54.0,5,5,5,4,3,0,0,3,63.6,34.30000000000001,58.0
2.0,39.0,48.0,47.0,70.0,62.0,42.0,3,5,5,5,4,0,1,1,91.8,100.0,63.0
2.0,52.0,64.0,64.0,79.0,74.0,57.0,5,4,4,4,3,0,1,1,49.7,82.89999999999998,70.0
2.0,33.0,51.0,51.0,61.0,73.0,30.0,4,2,3,3,3,0,1,4,82.2,100.0,43.0
2.0,49.0,48.0,41.0,50.0,41.0,54.0,4,4,4,4,3,0,1,2,59.3,76.5,49.0
2.0,29.0,39.0,28.0,49.0,40.0,43.0,3,4,4,4,3,0,1,3,73.1,85.39999999999998,36.0
2.0,22.0,41.0,38.0,45.0,41.0,35.0,3,3,3,3,3,0,1,3,87.5,100.0,21.0
2.0,40.0,44.0,27.0,40.0,48.0,40.0,3,2,3,2,3,1,0,4,60.1,68.4,24.0
2.0,39.0,39.0,29.0,35.0,44.0,25.0,3,5,3,3,3,1,1,4,59.6,65.5,30.0
2.0,67.0,54.0,39.0,60.0,50.0,65.0,4,5,5,4,5,1,0,4,21.6,0.3,56.0
2.0,32.0,46.0,41.0,45.0,43.0,17.0,3,3,3,3,2,1,0,4,85.7,68.60000000000002,29.0
2.0,55.0,55.0,37.0,55.0,46.0,55.0,4,4,4,4,4,1,0,4,61.3,41.69999999999999,59.0
2.0,57.0,54.0,47.0,56.0,42.0,43.0,4,5,5,3,4,1,0,4,53.1,45.5,58.0
2.0,60.0,56.0,43.0,61.0,56.0,51.0,5,4,5,4,3,1,0,4,67.8,43.8,59.0
2.0,61.0,59.0,46.0,61.0,48.0,61.0,4,5,5,5,5,1,0,4,60.0,30.3,69.0
2.0,76.0,62.0,50.0,70.0,65.0,78.0,5,5,5,5,5,1,0,4,46.5,25.6,77.0
2.0,30.0,52.0,56.0,39.0,38.0,21.0,2,2,3,2,2,1,1,4,84.6,79.4,26.0
2.0,61.0,55.0,43.0,55.0,50.0,50.0,4,5,5,4,4,1,0,4,52.6,38.1,63.0
2.0,60.0,57.0,52.0,61.0,57.0,56.0,4,4,5,4,4,1,0,4,26.7,2.3,55.0
2.0,31.0,46.0,46.0,39.0,41.0,41.0,2,2,2,2,2,1,1,3,76.6,85.0,24.0
2.0,38.0,48.0,53.0,33.0,21.0,39.0,2,2,2,2,2,1,0,1,66.2,69.3,33.0
2.0,71.0,54.0,52.0,65.0,65.0,41.0,4,4,4,4,4,1,0,4,21.2,0.0,73.0
2.0,43.0,42.0,34.0,53.0,49.0,28.0,3,3,3,3,3,1,0,4,58.0,36.0,44.0
2.0,71.0,69.0,63.0,48.0,49.0,63.0,5,5,5,5,5,1,0,1,48.9,33.2,71.0
2.0,22.0,37.0,42.0,38.0,48.0,20.0,3,3,3,3,3,1,0,4,97.4,69.39999999999998,21.0
3.0,66.0,61.0,45.0,71.0,48.0,71.0,5,5,5,4,4,0,0,1,31.8,35.8,70.0
3.0,57.0,59.0,45.0,70.0,59.0,61.0,4,4,4,3,4,0,1,1,30.3,97.0,62.0
3.0,31.0,37.0,29.0,35.0,38.0,30.0,2,3,3,3,3,0,1,1,61.7,100.0,27.0
3.0,20.0,32.0,31.0,39.0,46.0,25.0,2,3,2,3,2,0,1,2,72.5,100.0,20.0
3.0,54.0,55.0,42.0,59.0,57.0,51.0,4,5,4,5,4,0,1,1,34.5,81.3,59.0
3.0,42.0,46.0,44.0,51.0,64.0,46.0,3,3,2,3,3,0,1,1,73.0,100.0,37.0
3.0,76.0,61.0,50.0,68.0,48.0,77.0,5,5,5,5,5,0,0,1,47.2,41.69999999999999,84.0
3.0,54.0,50.0,38.0,65.0,56.0,50.0,4,4,4,4,3,0,0,2,34.1,50.4,59.0
3.0,76.0,72.0,64.0,69.0,63.0,75.0,5,5,5,5,5,0,0,1,31.5,39.7,74.0
3.0,27.0,47.0,56.0,38.0,36.0,29.0,2,3,2,2,2,0,1,1,84.7,100.0,17.0
3.0,28.0,35.0,32.0,52.0,60.0,44.0,3,3,3,3,3,0,1,3,58.4,94.5,27.0
3.0,41.0,56.0,47.0,61.0,61.0,51.0,3,3,3,3,3,0,1,1,67.1,100.0,47.0
3.0,38.0,46.0,40.0,52.0,50.0,36.0,3,3,3,3,3,0,1,2,63.5,100.0,42.0
3.0,26.0,40.0,46.0,47.0,48.0,23.0,2,4,3,2,1,0,1,1,94.2,100.0,35.0
3.0,30.0,41.0,31.0,35.0,32.0,31.0,2,3,3,1,3,0,1,1,58.6,100.0,26.0
3.0,44.0,61.0,61.0,73.0,70.0,42.0,4,3,2,2,3,0,1,1,73.0,100.0,41.0
3.0,15.0,45.0,53.0,34.0,28.0,25.0,2,3,2,3,1,0,1,1,90.6,100.0,22.0
3.0,47.0,52.0,44.0,54.0,35.0,57.0,4,3,3,3,3,0,1,3,69.6,84.7,40.0
3.0,69.0,64.0,45.0,65.0,60.0,58.0,4,4,4,4,4,0,1,1,33.5,79.7,66.0
3.0,66.0,68.0,42.0,59.0,38.0,62.0,4,4,3,3,3,0,1,1,52.2,99.1,71.0
3.0,62.0,59.0,55.0,53.0,51.0,63.0,4,4,5,4,4,0,1,1,47.1,85.7,66.0
3.0,29.0,40.0,38.0,34.0,24.0,16.0,1,3,3,2,3,0,1,1,90.0,100.0,33.0
3.0,32.0,42.0,37.0,27.0,32.0,40.0,2,3,2,3,2,0,1,1,71.7,100.0,30.0
3.0,72.0,70.0,82.0,72.0,66.0,76.0,5,5,5,4,5,0,0,1,32.2,44.2,75.0
3.0,44.0,41.0,26.0,56.0,52.0,67.0,4,4,4,4,4,0,0,3,27.7,41.0,47.0
3.0,51.0,45.0,39.0,40.0,39.0,42.0,3,4,3,3,3,0,1,2,25.9,80.7,44.0
3.0,24.0,41.0,53.0,49.0,53.0,38.0,3,2,2,1,1,0,1,1,77.3,100.0,33.0
3.0,21.0,31.0,22.0,48.0,49.0,21.0,2,2,2,2,2,0,1,2,81.8,100.0,25.0
3.0,26.0,57.0,50.0,66.0,69.0,21.0,3,3,2,3,1,0,1,1,90.9,100.0,36.0
3.0,37.0,48.0,59.0,51.0,41.0,45.0,3,3,2,3,3,0,1,1,68.2,100.0,35.0
3.0,29.0,39.0,34.0,44.0,50.0,30.0,3,2,3,3,3,0,1,2,75.4,100.0,26.0
3.0,32.0,42.0,57.0,42.0,41.0,39.0,3,2,2,2,2,0,1,1,78.5,100.0,36.0
3.0,81.0,57.0,58.0,64.0,59.0,64.0,5,5,5,5,5,0,0,2,49.2,33.7,82.0
3.0,44.0,59.0,54.0,52.0,77.0,50.0,4,3,3,4,1,0,1,1,88.0,100.0,39.0
3.0,26.0,37.0,35.0,31.0,46.0,27.0,2,3,3,2,2,0,1,3,70.4,100.0,16.0
3.0,47.0,53.0,49.0,53.0,52.0,41.0,3,3,2,3,2,0,1,1,63.0,100.0,44.0
3.0,49.0,45.0,36.0,48.0,43.0,33.0,3,3,3,3,3,0,1,1,52.7,99.6,47.0
3.0,61.0,55.0,46.0,55.0,44.0,64.0,4,4,3,3,3,0,0,1,38.7,53.4,57.0
3.0,42.0,51.0,40.0,44.0,38.0,66.0,3,3,3,3,3,0,1,3,57.4,75.3,30.0
3.0,64.0,49.0,43.0,57.0,52.0,66.0,4,5,4,5,4,0,1,1,33.1,81.5,69.0
3.0,41.0,40.0,28.0,41.0,43.0,45.0,3,3,3,3,3,0,1,2,53.1,91.2,38.0
3.0,41.0,41.0,32.0,25.0,41.0,58.0,3,3,3,3,3,0,0,3,26.1,58.7,24.0
3.0,68.0,55.0,40.0,43.0,39.0,50.0,3,5,4,5,4,0,0,1,42.9,49.4,57.0
3.0,74.0,69.0,61.0,63.0,55.0,90.0,5,5,5,5,5,0,0,3,50.4,38.6,62.0
3.0,66.0,66.0,66.0,89.0,85.0,73.0,5,5,5,5,4,0,1,1,18.6,77.3,83.0
3.0,19.0,43.0,58.0,41.0,53.0,27.0,2,3,2,2,2,0,1,1,92.6,100.0,16.0
3.0,40.0,41.0,32.0,50.0,40.0,49.0,3,3,3,3,3,0,1,2,53.7,84.2,41.0
3.0,62.0,57.0,36.0,56.0,42.0,68.0,4,4,4,4,4,0,0,1,34.5,41.0,62.0
3.0,46.0,45.0,39.0,51.0,58.0,36.0,3,3,3,3,3,1,0,2,27.2,100.0,54.0
3.0,50.0,55.0,50.0,51.0,43.0,61.0,4,4,3,4,3,1,1,1,32.1,89.0,65.0
3.0,92.0,64.0,40.0,79.0,73.0,83.0,5,5,5,5,5,1,0,1,13.0,5.2,86.0
3.0,70.0,61.0,53.0,50.0,38.0,72.0,5,5,4,4,4,0,0,4,41.1,29.8,51.0
5.0,41.0,41.0,31.0,60.0,55.0,42.0,3,3,3,3,3,0,1,2,45.9,62.2,56.0
5.0,50.0,55.0,47.0,57.0,51.0,36.0,3,3,3,3,3,0,1,1,40.4,71.5,50.0
5.0,55.0,49.0,44.0,58.0,47.0,42.0,3,4,3,4,4,0,1,1,52.8,65.7,55.0
5.0,55.0,53.0,47.0,58.0,54.0,38.0,4,4,4,4,4,1,0,4,37.3,45.9,57.0
5.0,52.0,49.0,39.0,38.0,25.0,72.0,4,4,4,4,4,0,0,3,37.6,46.0,43.0
5.0,50.0,51.0,33.0,38.0,36.0,65.0,3,4,4,4,3,0,1,3,40.8,52.0,37.0
5.0,58.0,61.0,51.0,66.0,47.0,51.0,4,4,3,3,4,0,1,1,45.0,63.3,60.0
5.0,73.0,66.0,48.0,75.0,69.0,73.0,5,4,4,5,3,0,0,1,28.9,45.2,79.0
5.0,64.0,62.0,58.0,73.0,69.0,56.0,5,5,4,4,4,0,0,1,43.2,53.7,69.0
5.0,59.0,53.0,38.0,67.0,59.0,63.0,5,5,5,5,4,0,0,2,35.5,47.4,74.0
3.0,30.0,45.0,65.0,41.0,43.0,29.0,3,3,3,3,3,0,1,4,23.7,98.9,29.0
3.0,49.0,49.0,36.0,62.0,52.0,62.0,4,4,4,5,3,1,1,4,28.0,72.39999999999998,63.0
3.0,27.0,40.0,38.0,29.0,43.0,26.0,3,2,3,2,2,0,1,3,97.4,100.0,20.0
3.0,29.0,49.0,47.0,46.0,50.0,29.0,3,2,2,3,3,0,1,4,93.1,100.0,32.0
3.0,28.0,37.0,31.0,39.0,45.0,35.0,2,5,4,5,3,0,1,4,93.1,100.0,35.0
3.0,68.0,58.0,69.0,76.0,81.0,67.0,5,5,5,5,5,0,0,4,98.4,100.0,78.0
3.0,24.0,36.0,38.0,56.0,52.0,19.0,2,4,4,3,4,0,1,1,99.0,100.0,23.0
3.0,23.0,36.0,37.0,38.0,42.0,19.0,2,3,2,2,3,0,1,4,97.5,100.0,23.0
3.0,55.0,52.0,43.0,46.0,42.0,29.0,4,5,5,4,3,1,1,4,96.5,100.0,43.0
2.0,64.0,51.0,41.0,58.0,54.0,69.0,5,5,5,5,5,0,0,4,22.8,74.5,68.0
2.0,62.0,50.0,32.0,53.0,54.0,71.0,5,5,5,4,4,0,0,4,19.2,82.5,61.0
2.0,60.0,57.0,50.0,56.0,45.0,62.0,4,5,4,5,5,0,1,1,16.4,96.39999999999998,67.0
2.0,64.0,75.0,67.0,60.0,55.0,55.0,5,5,5,4,3,0,1,1,23.7,97.3,66.0
1.0,33.0,40.0,34.0,44.0,53.0,27.0,2,3,2,3,3,0,0,4,65.9,91.8,25.0
1.0,32.0,54.0,42.0,58.0,52.0,10.0,2,3,3,3,3,0,1,1,67.4,100.0,28.0
1.0,48.0,47.0,38.0,63.0,59.0,45.0,4,3,4,4,3,0,1,4,52.2,67.7,59.0
1.0,58.0,69.0,75.0,81.0,96.0,50.0,5,4,3,3,3,1,0,4,93.1,0.4,77.0
3.0,48.0,61.0,55.0,54.0,52.0,36.0,3,3,4,4,5,0,1,1,14.2,91.0,55.0
3.0,49.0,55.0,50.0,60.0,53.0,56.0,4,3,3,3,3,0,1,1,29.0,76.0,56.0
3.0,53.0,53.0,40.0,56.0,55.0,39.0,4,3,4,4,4,0,0,4,30.2,69.69999999999999,54.0
